time_ms,depth_m,pa
527517,93.819,1016196.0
527925,93.812,1016128.1
528333,93.805,1016059.9
528945,93.794,1015957.4
529353,93.787,1015888.9
529761,93.780,1015820.4
530169,93.773,1015751.6
530577,93.766,1015682.7
530985,93.759,1015613.7
531393,93.752,1015544.4
531801,93.745,1015475.2
532209,93.738,1015405.8
532617,93.731,1015336.1
533025,93.724,1015266.4
533433,93.717,1015196.6
533841,93.710,1015126.7
534249,93.702,1015056.6
534657,93.692,1014951.1
535065,93.684,1014880.7
535473,93.677,1014810.2
535881,93.670,1014739.5
536289,93.663,1014668.8
536697,93.656,1014597.9
537105,93.648,1014526.8
537717,93.637,1014420.1
538125,93.630,1014348.8
538533,93.623,1014277.4
538941,93.616,1014205.9
539349,93.608,1014134.2
539757,93.601,1014062.4
540165,93.594,1013990.6
540573,93.586,1013918.6
540981,93.579,1013846.6
541389,93.572,1013774.4
541797,93.564,1013702.1
542205,93.557,1013629.7
542613,93.549,1013557.2
543021,93.542,1013484.6
544041,93.524,1013302.8
544449,93.516,1013229.8
544857,93.505,1013120.1
545265,93.497,1013047.0
546081,93.483,1012900.4
546285,93.479,1012863.8
546693,93.471,1012790.3
547101,93.464,1012716.8
547509,93.456,1012643.1
547917,93.449,1012569.4
548529,93.437,1012458.6
548937,93.430,1012384.6
549345,93.422,1012310.6
549753,93.415,1012236.4
550161,93.407,1012162.3
550569,93.400,1012088.1
550977,93.392,1012013.8
551385,93.385,1011939.3
551793,93.377,1011864.9
552201,93.369,1011790.3
552609,93.362,1011715.8
553017,93.354,1011641.1
553425,93.346,1011566.3
553833,93.339,1011491.6
554241,93.331,1011416.6
554649,93.324,1011341.7
555057,93.312,1011229.2
555465,93.304,1011154.1
555873,93.297,1011079.0
556281,93.289,1011003.8
556689,93.281,1010928.6
557097,93.274,1010853.2
557505,93.266,1010777.8
557913,93.258,1010702.4
558321,93.251,1010626.9
558729,93.243,1010551.4
559341,93.231,1010438.1
559749,93.224,1010362.4
560157,93.216,1010286.8
560565,93.208,1010211.1
560973,93.201,1010135.2
561381,93.193,1010059.5
561789,93.185,1009983.7
562197,93.177,1009907.8
562605,93.170,1009831.9
563013,93.162,1009756.0
563421,93.154,1009680.0
563829,93.146,1009604.1
564237,93.139,1009527.9
564645,93.131,1009451.9
565053,93.123,1009375.8
565461,93.111,1009261.6
565869,93.104,1009185.4
566277,93.096,1009109.2
566685,93.088,1009033.0
567093,93.080,1008956.8
567501,93.073,1008880.6
567909,93.065,1008804.2
568317,93.057,1008728.1
568725,93.049,1008651.8
569337,93.038,1008537.2
569745,93.030,1008460.9
570153,93.022,1008384.6
570561,93.014,1008308.2
570969,93.006,1008231.9
571377,92.999,1008155.5
571785,92.991,1008079.1
572193,92.983,1008002.7
572601,92.975,1007926.4
573009,92.968,1007850.0
573417,92.960,1007773.6
573825,92.952,1007697.2
574233,92.944,1007620.9
574641,92.936,1007544.5
575049,92.929,1007468.1
